number	name	type	city	region	country
15	№15	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
18	МОАУ Вечерняя (сменная) общеобразовательная школа № 18 г. Орска	Вечерняя школа	Орск	Оренбургская область	Российская Федерация
2	№2	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
23	№23	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
25	№25	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
27	СОШ №27 г. Орска	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
29	Средняя общеобразовательная школа №29	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
3	Гимназия № 3 г. Орска Оренбургской области	Гимназия	Орск	Оренбургская область	Российская Федерация
31	средняя общеобразовательная школа №31 г. Орска	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
32	№32	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
35	№35	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
37	МОАУ СОШ	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
38	Средняя общеобразовательная школа № 38 г. Орска имени Героя Советского Союза Павла Ивановича Беляева	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
4	МОАУ СОШ №4 г. Орска	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
49	№49	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
5	№5	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
50	№50	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
51	№51	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
52	№52	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
8	№8	Средняя общеобразовательная школа	Орск	Оренбургская область	Российская Федерация
4	№4	Гимназия	Ростоши	Оренбургская область	Российская Федерация
	МОБУ Саракташская СОШ № 3	Средняя общеобразовательная школа	Саракташ	Оренбургская область	Российская Федерация
	МОБУ Саракташская СОШ №3	Средняя общеобразовательная школа	Саракташ	Оренбургская область	Российская Федерация
	Саракташская средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Саракташ	Оренбургская область	Российская Федерация
1	Имени 70-летия Победы в Великой Отечественной войне	Средняя общеобразовательная школа	Саракташ	Оренбургская область	Российская Федерация
3	Сараканская средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Саракташ	Оренбургская область	Российская Федерация
	Лицей Соль-Илецкого городского округа	Лицей	Соль-Илецк	Оренбургская область	Российская Федерация
1	№1	Средняя общеобразовательная школа	Соль-Илецк	Оренбургская область	Российская Федерация
4	№4	Средняя общеобразовательная школа	Сорочинск	Оренбургская область	Российская Федерация
	Гимназия №1	Гимназия	Ташла	Оренбургская область	Российская Федерация
	Профессиональное училище №68 с. Ташла Оренбургской области	Профессиональное училище	Ташла	Оренбургская область	Российская Федерация
	Ташлинская СОШ	Средняя общеобразовательная школа	Ташла	Оренбургская область	Российская Федерация
	Школа	Средняя общеобразовательная школа	Ташла	Оренбургская область	Российская Федерация
68	68	Профессиональное училище	Ташла	Оренбургская область	Российская Федерация
	Теренсайская Средняя Общеобразовательная школа им.И.Ф.Павлова	Средняя общеобразовательная школа	Теренсай	Оренбургская область	Российская Федерация
	МАОУ Тоцкая СОШ им. А. К. Стерелюхина	Средняя общеобразовательная школа	Тоцкое	Оренбургская область	Российская Федерация
	Тоцкая средняя общеобразовательная школа имени А.К. Стерелюхина	Средняя общеобразовательная школа	Тоцкое	Оренбургская область	Российская Федерация
	Зареченская классическая гимназия	Гимназия	Тоцкое Второе	Оренбургская область	Российская Федерация
	Тукаевская СОШ	Средняя общеобразовательная школа	Тукай	Оренбургская область	Российская Федерация
1	№1	Лицей	Тюльган	Оренбургская область	Российская Федерация
	Уртазымская средняя общеобразовательная школа	Средняя общеобразовательная школа	Уртазым	Оренбургская область	Российская Федерация
	Первомайская средняя общеобразовательная школа Оренбургского района	Средняя общеобразовательная школа	Экспериментальный	Оренбургская область	Российская Федерация
	Средняя школа	Средняя общеобразовательная школа	Экспериментальный	Оренбургская область	Российская Федерация
	Средняя общеобразовательная школа №1 п. Энергетик	Средняя общеобразовательная школа	Энергетик	Оренбургская область	Российская Федерация
2	№2	Средняя общеобразовательная школа	Энергетик	Оренбургская область	Российская Федерация
	МБОУ КомаровскаяСОШ	Средняя общеобразовательная школа	Ясный	Оренбургская область	Российская Федерация
2	МОАУ СОШ №2	Средняя общеобразовательная школа	Ясный	Оренбургская область	Российская Федерация
3	школа №3	Средняя общеобразовательная школа	Ясный	Оренбургская область	Российская Федерация
	Средняя образовательная школа	Средняя общеобразовательная школа	Березовка	Пензенская область	Российская Федерация
	Пензенский государственный университет	Университет	Пенза	Пензенская область	Российская Федерация
	Пензенский областной медицинский колледж	Колледж	Пенза	Пензенская область	Российская Федерация
	Средняя общеобразовательная школа с углубленным изучением информатики №68	Средняя общеобразовательная школа	Пенза	Пензенская область	Российская Федерация
37	№37	Средняя общеобразовательная школа	Пенза	Пензенская область	Российская Федерация
	Средняя общеобразовательная школа №6	Средняя общеобразовательная школа	Александровск	Пермский край	Российская Федерация
1	№1	Средняя общеобразовательная школа	Александровск	Пермский край	Российская Федерация
6	№6	Средняя общеобразовательная школа	Александровск	Пермский край	Российская Федерация
	Атнягузинская средняя общеобразовательная школа	Средняя общеобразовательная школа	Атнягузи	Пермский край	Российская Федерация
	24	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	3	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Березниковский политехнический техникум	Техникум	Березники	Пермский край	Российская Федерация
	Березниковский техникум профессиональных технологий	Техникум	Березники	Пермский край	Российская Федерация
	Гимназия  №9	Гимназия	Березники	Пермский край	Российская Федерация
	Гимназия №9	Гимназия	Березники	Пермский край	Российская Федерация
	Лицей №1	Лицей	Березники	Пермский край	Российская Федерация
	МАОУ Гимназия№ 9	Гимназия	Березники	Пермский край	Российская Федерация
	МАОУ СОШ №8	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Муниципальное автономное	Лицей	Березники	Пермский край	Российская Федерация
	Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа №3 г. Березники, Пермского края	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа с углубленным изучением отдельных предметов №3	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа с углубленным изучением отдельных предметов №3 г. Березники, Пермского края	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 1	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 17	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 24	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 30	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	средняя общеобразовательная школа №11	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	средняя общеобразовательная школа №17	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №5	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Средняя общеобразовательная школа с углубленным изучением отдельных предметов №3	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
	Школа №10	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
1	№1	Лицей	Березники	Пермский край	Российская Федерация
10	№10	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
11	№11	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
14	№14	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
17	№17	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
2	МАОУ СОШ №2	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
22	Средняя общеобразовательная школа №22	Основная общеобразовательная школа	Березники	Пермский край	Российская Федерация
22	Школа №22	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
24	№24	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
29	№29	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
3	МАОУ СОШ с УИП №3	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
30	№30	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
5	№5	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
5	Средняя общеобразовательная школа № 5	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
8	№8	Средняя общеобразовательная школа	Березники	Пермский край	Российская Федерация
9	№9	Гимназия	Березники	Пермский край	Российская Федерация
9	Гимназия №9	Гимназия	Березники	Пермский край	Российская Федерация
	2	Средняя общеобразовательная школа	Березовка	Пермский край	Российская Федерация
	Березовская средняя общеобразовательная школа № 2	Средняя общеобразовательная школа	Березовка	Пермский край	Российская Федерация
	Большекустовская средняя общеобразовательная школа	Средняя общеобразовательная школа	Большие Кусты	Пермский край	Российская Федерация
	МБОУ Гимназия	Гимназия	Верещагино	Пермский край	Российская Федерация
1	МАОУ СОШ №1	Средняя общеобразовательная школа	Верещагино	Пермский край	Российская Федерация
2	Средняя общеобразовательная школа №2	Средняя общеобразовательная школа	Верещагино	Пермский край	Российская Федерация
	Вознесенская СОШ	Средняя общеобразовательная школа	Вознесенское	Пермский край	Российская Федерация
	Профессиональное училище № 35	Техникум	Горнозаводск	Пермский край	Российская Федерация
	Профессиональное училище №35 г.Горнозаводска	Профессиональное училище	Горнозаводск	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Горнозаводск	Пермский край	Российская Федерация
3	№3	Средняя общеобразовательная школа	Горнозаводск	Пермский край	Российская Федерация
3	Средняя общеобразовательная школа № 3	Средняя общеобразовательная школа	Горнозаводск	Пермский край	Российская Федерация
	Городищенская	Средняя общеобразовательная школа	Городище	Пермский край	Российская Федерация
	МОУ СОШ 16	Средняя общеобразовательная школа	Гремячинск	Пермский край	Российская Федерация
20	№20	Средняя общеобразовательная школа	Гремячинск	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 14 (Новый образовательный центр)	Средняя общеобразовательная школа	Губаха	Пермский край	Российская Федерация
	Уральский химико-технологический колледж	Колледж	Губаха	Пермский край	Российская Федерация
14	Новый образовательный центр	Средняя общеобразовательная школа	Губаха	Пермский край	Российская Федерация
	Добрянская средняя общеобразовательная школа №2	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
	МБОУ ДСОШ	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
	Муниципальное бюджетное общеобразовательное учреждение Добрянская средняя общеобразовательная школа №5	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
1	Полазненская средняя общеобразовательная школа №1	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
2	Добрянская средняя общеобразовательная школа №2	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
3	Добрянская средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
5	Добрянская средняя общеобразовательная школа №5	Средняя общеобразовательная школа	Добрянка	Пермский край	Российская Федерация
	Еловская средняя общеобразовательная школа	Средняя общеобразовательная школа	Елово	Пермский край	Российская Федерация
1	Ергачинская СОШ	Средняя общеобразовательная школа	Ергач	Пермский край	Российская Федерация
	МБУ СОШ ЗАТО Звёздый	Средняя общеобразовательная школа	Звездный	Пермский край	Российская Федерация
	Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа ЗАТО Звёздный	Средняя общеобразовательная школа	Звездный	Пермский край	Российская Федерация
	Школа ЗАТО Звездный	Средняя общеобразовательная школа	Звездный	Пермский край	Российская Федерация
	Ильинская средняя общеобразовательная школа №1	Средняя общеобразовательная школа	Ильинский	Пермский край	Российская Федерация
1	Ильинская	Основная общеобразовательная школа	Ильинский	Пермский край	Российская Федерация
	МБОУ Калининская СОШ	Средняя общеобразовательная школа	Калинино	Пермский край	Российская Федерация
	Майская средняя общеобразовательная школа	Средняя общеобразовательная школа	Карабаи	Пермский край	Российская Федерация
	Гимназия	Гимназия	Кизел	Пермский край	Российская Федерация
	МБОУ Гимназия г. Кизела Пермского края	Гимназия	Кизел	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №11	Средняя общеобразовательная школа	Кизел	Пермский край	Российская Федерация
11	11	Средняя общеобразовательная школа	Кизел	Пермский край	Российская Федерация
	Комсомольская СОШ	Средняя общеобразовательная школа	Комсомольский	Пермский край	Российская Федерация
	Комсомольская средняя общеобразовательная школа	Основная общеобразовательная школа	Комсомольский	Пермский край	Российская Федерация
1	Комсомольская средняя общеобразовательная школа	Средняя общеобразовательная школа	Комсомольский	Пермский край	Российская Федерация
	Кондратовская средняя школа	Средняя общеобразовательная школа	Кондратово	Пермский край	Российская Федерация
	Кочёвская средняя общеобразовательная школа	Средняя общеобразовательная школа	Кочево	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 8	Средняя общеобразовательная школа	Красновишерск	Пермский край	Российская Федерация
	средняя общеобразовательная школа №1	Средняя общеобразовательная школа	Красновишерск	Пермский край	Российская Федерация
8	№8	Основная общеобразовательная школа	Красновишерск	Пермский край	Российская Федерация
	Краснокамский многопрофильный техникум	Техникум	Краснокамск	Пермский край	Российская Федерация
1	№1	Средняя общеобразовательная школа	Краснокамск	Пермский край	Российская Федерация
10	№10	Средняя общеобразовательная школа	Краснокамск	Пермский край	Российская Федерация
3	Средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Краснокамск	Пермский край	Российская Федерация
	Красноясылская средняя общеобразовательная школа	Средняя общеобразовательная школа	Красный Ясыл	Пермский край	Российская Федерация
1	№1	Средняя общеобразовательная школа	Кудымкар	Пермский край	Российская Федерация
2	СОШ №2	Средняя общеобразовательная школа	Кудымкар	Пермский край	Российская Федерация
3	Гимназия №3	Гимназия	Кудымкар	Пермский край	Российская Федерация
	Куединская средняя общеобразовательная школа №1 имени П.П. Балахнина	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
	Куединская средняя общеобразовательная школа №1-Базовая школа	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
	Куединская средняя общеобразовательная школа №2 - Базовая школа	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
	Куединская средняя общеобразовательная школа №2-Базовая школа	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
	Куединская средняя общеобразовательная щкола №1 имени П.П. Балахина Куединского района Пермского края	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
1	Кудинская средняя общеобразовательная школа №1 имени П.П. Балахнина	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
2	№2	Средняя общеобразовательная школа	Куеда	Пермский край	Российская Федерация
	1	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	№1	Лицей	Кунгур	Пермский край	Российская Федерация
	№21	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	Автотранспортный техникум	Техникум	Кунгур	Пермский край	Российская Федерация
	Гимназия № 16	Гимназия	Кунгур	Пермский край	Российская Федерация
	Кунгурский автотранспортный колледж	Колледж	Кунгур	Пермский край	Российская Федерация
	Кунгурский профессиональное техническое училище	Профессиональное училище	Кунгур	Пермский край	Российская Федерация
	Кунгурский сельскохозяйственный колледж	Колледж	Кунгур	Пермский край	Российская Федерация
	Лицей 1	Лицей	Кунгур	Пермский край	Российская Федерация
	Лицей № 1	Лицей	Кунгур	Пермский край	Российская Федерация
	Лицей №1	Лицей	Кунгур	Пермский край	Российская Федерация
	Лицей №1 города Кунгура Пермского края	Лицей	Кунгур	Пермский край	Российская Федерация
	Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №18	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №1	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №21	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	Школа №10	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
1	Лицей №1	Лицей	Кунгур	Пермский край	Российская Федерация
1	Лицей №1 города кунгура	Лицей	Кунгур	Пермский край	Российская Федерация
10	Средняя общеобразовательная школа  №10	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
16	№16	Гимназия	Кунгур	Пермский край	Российская Федерация
18	Средняя общеобразовательная школа №18	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
21	Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №21	Средняя общеобразовательная школа	Кунгур	Пермский край	Российская Федерация
	Ленская Средняя общеобразовательная школа	Средняя общеобразовательная школа	Ленск	Пермский край	Российская Федерация
	Лобановская средняя школа	Средняя общеобразовательная школа	Лобаново	Пермский край	Российская Федерация
	3	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Государственное бюджетное профессиональное образовательное учреждение Лысьвенский политехнический колледж Пермский край г.Лысьва	Колледж	Лысьва	Пермский край	Российская Федерация
	Лицей 1	Лицей	Лысьва	Пермский край	Российская Федерация
	Лицей №1	Лицей	Лысьва	Пермский край	Российская Федерация
	ЛПК	Колледж	Лысьва	Пермский край	Российская Федерация
	Лысьвенский политехнический колледж	Колледж	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа № 7	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №16 с углубленным изучением отдельных предметов	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №16 с углубленным изучением отдельных предметов (Лысьва)	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №2 с углубленным изучением отдельных предметов	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №6	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Школа №3	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Школа №65	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
1	1	Лицей	Лысьва	Пермский край	Российская Федерация
1	МБОУ Лицей №1	Лицей	Лысьва	Пермский край	Российская Федерация
16	№16	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
2	№2	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
3	Средняя общеобразовательная школа № 3	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
7	№7	Средняя общеобразовательная школа	Лысьва	Пермский край	Российская Федерация
	Майская средняя общеобразовательная школа	Средняя общеобразовательная школа	Майский	Пермский край	Российская Федерация
	МБОУ Майская СОШ	Средняя общеобразовательная школа	Майский	Пермский край	Российская Федерация
	Менделеевская средняя общеобразовательная школа	Средняя общеобразовательная школа	Менделеево	Пермский край	Российская Федерация
	Гимназия	Гимназия	Нытва	Пермский край	Российская Федерация
	№1	Средняя общеобразовательная школа	Октябрьский	Пермский край	Российская Федерация
	Октябрьская средняя общеобразовательная школа № 1	Средняя общеобразовательная школа	Октябрьский	Пермский край	Российская Федерация
	Октябрьская средняя общеобразовательная школа №2	Средняя общеобразовательная школа	Октябрьский	Пермский край	Российская Федерация
1	Октябрьская средняя общеобразовательная школа № 1	Средняя общеобразовательная школа	Октябрьский	Пермский край	Российская Федерация
	Октябрьская средняя общеобразовательная школа №1	Средняя общеобразовательная школа	Октябрьское	Пермский край	Российская Федерация
	Красноясыльская средняя общеобразовательноя школа	Средняя общеобразовательная школа	Орда	Пермский край	Российская Федерация
	ординская	Средняя общеобразовательная школа	Орда	Пермский край	Российская Федерация
	Ординская СОШ	Средняя общеобразовательная школа	Орда	Пермский край	Российская Федерация
	Ординская средняя общеобразовательная школа	Средняя общеобразовательная школа	Орда	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №2 г.Осы	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №3 г.Осы	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
	Средняя общеобразовательная школа №4 г.Осы	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
2	СОШ  №2	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
3	№3	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
4	№4	Средняя общеобразовательная школа	Оса	Пермский край	Российская Федерация
	Осинцевская средняя общеобразовательная школа	Средняя общеобразовательная школа	Осинцево	Пермский край	Российская Федерация
1	№1	Средняя общеобразовательная школа	Оханск	Пермский край	Российская Федерация
	Очерская средняя общеобразовательная школа № 1	Средняя общеобразовательная школа	Очер	Пермский край	Российская Федерация
	Очерская средняя общеобразовательная школа № 3	Средняя общеобразовательная школа	Очер	Пермский край	Российская Федерация
3	№3	Средняя общеобразовательная школа	Очер	Пермский край	Российская Федерация
3	МБОУ Очерская СОШ	Средняя общеобразовательная школа	Очер	Пермский край	Российская Федерация
	Очерская средняя общеобразовтельная школа №3	Средняя общеобразовательная школа	Очерск	Пермский край	Российская Федерация
	Ошьинская средняя общеобразовательная школа - Базовая школа	Средняя общеобразовательная школа	Ошья	Пермский край	Российская Федерация
	Паршаковская средняя общеобразовательная школа	Средняя общеобразовательная школа	Паршакова	Пермский край	Российская Федерация
